Total Response Time,Average Response Time (Arithmetic),Total Runtime,Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Query Mixes per Hour
66.189767,2.877815956,102.688705,4.464726304,4.4541543353976865,3.514258,4.8453800000000005,8.812270664534216E7,0.29685468944475535,806.3204225474511
Options Summary,
Endpoint,http://localhost:8080/bigdata/sparql
Sanity Checking Level,2
Warmups,5
Runs,25
Random Query Order,true
Outliers,1
Timeout,300s
Max Delay between Queries,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,1
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,3.000066,4.738613,0.015513,2.5810120000000003
2,2.595985,4.216238000000001,0.015937,2.2103629999999996
3,2.82706,4.161408000000001,0.005148,2.282003
4,2.7511669999999997,4.343459,0.018405,2.4412179999999997
5,3.210296,4.640183,0.011068,2.605532
6,2.71009,4.337738,0.014910999999999999,2.101891
7,3.03548,4.691446,0.016045,2.628065
8,3.151008,4.8453800000000005,0.014796,2.597022
9,2.414588,4.01602,0.015898,1.96215
10,1.7887870000000001,3.117962,0.004543999999999999,1.6640540000000001
11,2.1373629999999997,3.514258,0.014152,1.831588
12,3.197894,4.803315,0.015672000000000002,2.580591
13,3.1363879999999997,4.455929,0.008568,2.743369
14,3.154419,4.886493000000001,0.013238,2.699795
15,2.7389769999999998,4.296199,0.015689,2.509884
16,3.079757,4.606687,0.013632,2.7181100000000002
17,2.973503,4.555795,0.006599,2.39208
18,2.966554,4.744114,0.015451000000000001,2.680457
19,3.142783,4.426486,0.015691,2.621015
20,2.926869,4.619616,0.015092000000000001,2.56482
21,2.5891599999999997,4.406488,0.015863,2.1888560000000004
22,2.919426,4.619776,0.01653,2.4763800000000002
23,2.6762759999999997,4.341396,0.016024,2.195328
24,3.265357,4.805715,0.015259,2.6808
25,2.7437199999999997,4.502446,0.014761,2.189377
,
Query Summary,
Query,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Queries per Second,Queries per Hour
1.txt,0.361769,0.015729086,0.363365,0.015798477999999998,1.5781516550001021E7,0.014796,0.017962,5.515358147448009E-16,7.426545729643099E-4,63.29723660722255,227870.0517860012
2.txt,0.819105,0.035613259999999994,0.962347,0.041841172999999995,4.1496256484475516E7,0.032168999999999996,0.049618,2.811416075236295E-14,0.005302278826350322,23.899903571059063,86039.65285581263
3a.txt,0.306143,0.013310565,0.667747,0.029032478,2.757673126373941E7,0.016850999999999998,0.049902,9.144241451039696E-14,0.009562552719352555,34.44418351061869,123999.0606382273
3b.txt,0.696005,0.030261086,0.698299,0.030360826,2.9592303109222844E7,0.017839999999999998,0.037558999999999995,4.004293666540644E-14,0.006327948851358268,32.93718029937657,118573.84907775566
3c.txt,0.8488020000000001,0.036904434,0.850086,0.036960259999999995,3.690874035885265E7,0.029640999999999997,0.040288,3.479756888468811E-15,0.0018654106487497085,27.05608672666264,97401.9122159855
4.txt,1.126869,0.048994304,26.365819,1.146339956,1.139081459725076E9,0.87507,1.299812,1.5357028260215504E-11,0.12392347743755217,0.8723415726425224,3140.4296615130806
5a.txt,45.284131,1.9688752600000001,55.738337,2.423405956,2.409894614790825E9,1.831588,2.7181100000000002,6.1500248629259E-11,0.24799243663720671,0.4126423794264208,1485.512565935115
5b.txt,0.5041019999999999,0.021917478,0.600017,0.026087695,2.569203105565717E7,0.01797,0.034302,1.9236432385633272E-14,0.00438593574800558,38.33224821127355,137996.0935605848
6.txt,10.481242,0.455706173,10.585280000000001,0.460229565,4.530365055694568E8,0.28828699999999996,0.5664779999999999,6.032444113724012E-12,0.07766881043072571,2.172828683876491,7822.183261955368
7.txt,0.719932,0.031301391,0.721149,0.031354304,3.129677861080203E7,0.028323,0.035745,3.648875516068053E-15,0.001910203003889391,31.893548011781732,114816.77284241424
8.txt,1.431328,0.062231652,1.4502080000000002,0.063052521,6.2468490049104504E7,0.049755,0.076304,7.157793251039697E-14,0.008460374253565677,15.859794091341724,57095.25872883021
9.txt,0.624094,0.027134520999999998,0.625884,0.027212347,2.653050728399589E7,0.017525,0.036191,3.3670423705103974E-14,0.0058026221404727,36.74802471098873,132292.8889595594
10.txt,0.35323000000000004,0.015357826,0.381453,0.016584913,1.5746952728506856E7,0.005148,0.023161,1.8930471470699435E-14,0.004350916164522069,60.295763987426405,217064.75035473506
11.txt,0.573948,0.024954260000000002,0.576518,0.025065999999999998,2.4243363102666315E7,0.013009999999999999,0.037582,4.143292878260868E-14,0.006436841522253651,39.89467804994814,143620.8409798133
12a.txt,0.5600879999999999,0.024351652,0.5600879999999999,0.024351652,2.4024951657352325E7,0.015672000000000002,0.029512,1.3911277009451798E-14,0.0037297824346001467,41.06497579712456,147833.91286964843
12b.txt,0.64804,0.028175652,0.64804,0.028175652,2.7612799558989115E7,0.01597,0.038049,2.925618892249527E-14,0.005408899049020537,35.49163653781641,127769.89153613908
12c.txt,0.586866,0.025515913,0.586866,0.025515913,2.5511487785353392E7,0.024651,0.026518,2.261932098298676E-16,4.755977395129919E-4,39.191229410446724,141088.4258776082
